Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4
4.564,1.4941405296325684e-05,2.7734374999999998e-05,-4.433593368530273e-05,0.00012910156249999998,-6.162108612060546e-05,2.6757812499999997e-05,-1.4648436546325684e-05,0.00022822265625
4.566,2.6318357467651367e-05,3.090820121765136e-05,-3.9208980560302735e-05,0.000133154296875,-5.4345695495605466e-05,3.2470703125e-05,-6.982421398162841e-06,0.00023471679687499998
4.568,3.906249618530273e-05,3.8964839935302735e-05,-3.124999618530273e-05,0.00013994140624999998,-4.6972652435302734e-05,4.160155868530273e-05,3.906259536743164e-07,0.0002427734375
4.57,4.0869136810302736e-05,4.5361324310302736e-05,-2.8759765624999997e-05,0.000145556640625,-4.301757431030273e-05,4.6728511810302734e-05,4.052735328674317e-06,0.00024643554687499996
4.572,3.1152339935302735e-05,3.710937118530273e-05,-4.677734375e-05,0.000134375,-5.771483993530273e-05,3.4667964935302734e-05,-1.0449216842651366e-05,0.00023251953124999998
4.574,4.2236324310302734e-05,4.331054306030273e-05,-3.7646484375e-05,0.000139599609375,-5.034179306030273e-05,4.116210556030273e-05,-3.662109375e-06,0.00023911132812499998
4.576,2.9980464935302732e-05,3.0468746185302732e-05,-4.3164058685302734e-05,0.00013076171875,-5.986327743530273e-05,3.222655868530273e-05,-1.4160154342651366e-05,0.00023017578125
4.578,2.4365230560302734e-05,2.1044918060302734e-05,-4.6533199310302735e-05,0.000126318359375,-6.7431640625e-05,2.7099605560302734e-05,-2.1337888717651367e-05,0.000225244140625
4.58,1.8359375e-05,1.5332029342651367e-05,-5.039062118530273e-05,0.000121875,-7.109374237060546e-05,2.3828124999999998e-05,-2.4999998092651366e-05,0.00022138671874999999
4.582,2.2705074310302734e-05,1.9970699310302733e-05,-4.125976181030273e-05,0.00012709960174560548,-6.430663299560547e-05,3.2763671874999997e-05,-1.9482421875e-05,0.000229248046875
4.584,1.9580078125e-05,2.0751953124999998e-05,-3.7646484375e-05,0.000125146484375,-6.430663299560547e-05,2.6904296874999998e-05,-2.1728513717651368e-05,0.000225048828125
4.586,3.173827743530273e-05,3.486327743530273e-05,-2.2558591842651368e-05,0.00013359375,-5.2636714935302734e-05,3.486327743530273e-05,-1.1914061546325683e-05,0.000235546875
4.588,3.056640243530273e-05,3.671874618530273e-05,-2.949218368530273e-05,0.00013476562499999998,-5.283202743530273e-05,3.9160152435302734e-05,-1.0449217796325684e-05,0.00023837890624999998
4.59,1.6748046875e-05,2.3974609375e-05,-4.1259765624999996e-05,0.00012592773437499998,-6.0205074310302734e-05,4.497069931030273e-05,-1.6259765624999998e-05,0.000234814453125
4.592,1.142578125e-05,1.298828125e-05,-5.224609375e-05,0.00011513671874999999,-6.93359375e-05,2.9687496185302734e-05,-2.7246091842651366e-05,0.00022236328124999999
4.594,3.339843368530273e-05,3.339843368530273e-05,-3.203124618530273e-05,0.00013515625,-4.921874618530273e-05,3.0371089935302733e-05,-8.691404342651367e-06,0.00023408203125
4.596,2.626953125e-05,2.6660156249999998e-05,-2.7929685592651366e-05,0.00012919921875,-5.351561737060547e-05,2.40234375e-05,-1.4160155296325683e-05,0.00022763671875
4.598,2.3144527435302733e-05,2.2460933685302733e-05,-2.59765625e-05,0.00012812499999999998,-5.6933586120605465e-05,2.4999998092651366e-05,-1.8847656249999998e-05,0.00022421875
4.6,2.5244136810302732e-05,1.8798828125e-05,-2.7001953124999998e-05,0.000135595703125,-5.415038681030273e-05,3.8232418060302735e-05,-1.5478514671325682e-05,0.00023100585937499998
4.602,3.7255859374999996e-05,3.3935546874999996e-05,-1.2939451217651367e-05,0.000152099609375,-3.344726181030273e-05,5.278319931030273e-05,4.052734851837158e-06,0.000248779296875
4.604,2.9931640625e-05,2.3876953125e-05,-2.3876951217651365e-05,0.000143994140625,-3.999023056030273e-05,3.9697261810302736e-05,-3.076171875e-06,0.000237060546875
4.606,3.681640625e-05,3.1640623092651364e-05,-2.1777341842651366e-05,0.00014697265625,-3.691405868530273e-05,4.4140621185302734e-05,6.835932731628417e-07,0.00024189453124999998
4.608,3.837890625e-05,3.7890625e-05,-2.1093748092651366e-05,0.00014521484375,-3.7011714935302734e-05,4.7656246185302733e-05,2.148437023162842e-06,0.00024658203125
4.61,2.8613279342651365e-05,3.7109375e-05,-2.1289060592651365e-05,0.00014511718749999998,-3.769530868530273e-05,4.736327743530273e-05,1.2695307731628417e-06,0.0002462890625
4.612,1.4794919967651367e-05,2.2119138717651365e-05,-3.569335556030273e-05,0.000133740234375,-5.278319549560547e-05,3.4912109375e-05,-1.3427734375e-05,0.00023178710937499998
4.614,2.8662107467651366e-05,3.598632431030273e-05,-2.6611326217651365e-05,0.000144677734375,-4.3896476745605465e-05,4.7412109374999996e-05,-4.443359375e-06,0.000241455078125
4.616,3.5498046875e-05,4.028319931030273e-05,-2.5732419967651367e-05,0.000147216796875,-4.184569931030273e-05,4.877929306030273e-05,-2.2949216365814207e-06,0.000242919921875
4.618,3.5839843749999997e-05,3.2519531249999996e-05,-2.3437498092651366e-05,0.00014384765625,-3.8476558685302735e-05,4.882812118530273e-05,1.7578125e-06,0.00024453125
4.62,3.33984375e-05,2.24609375e-05,-2.3144529342651367e-05,0.0001412109375,-4.0332027435302734e-05,4.707030868530273e-05,-1.26953125e-06,0.00024238281249999998
4.622,4.0283203124999995e-05,2.5634763717651368e-05,-1.3916014671325683e-05,0.000148974609375,-3.3740230560302735e-05,5.366210556030273e-05,4.541014671325683e-06,0.000249462890625
4.624,2.8564453124999998e-05,1.7724609375e-05,-2.7685543060302734e-05,0.00013725585937499998,-4.9365230560302735e-05,4.077148056030273e-05,-9.716796874999999e-06,0.000237353515625
4.626,3.33984375e-05,2.5878904342651364e-05,-2.5976560592651367e-05,0.00014130859375,-4.3457027435302735e-05,4.541015243530273e-05,-3.3203120231628415e-06,0.00024208984374999998
4.628,2.8662107467651366e-05,2.1533201217651365e-05,-2.8759765624999997e-05,0.00014389648437499998,-3.959960556030273e-05,4.8876949310302735e-05,7.324219942092895e-07,0.00024643554687499996
4.63,2.7343748092651366e-05,1.7578125e-05,-2.7539060592651365e-05,0.0001453125,-3.779296875e-05,5.2148429870605464e-05,3.90625e-06,0.0002515625
4.632,1.4843748092651367e-05,1.4160154342651366e-05,-2.763671875e-05,0.00014228515625,-4.121093368530273e-05,4.990233993530273e-05,2.539062261581421e-06,0.00024892578125
4.634,2.9150388717651367e-05,2.8173826217651366e-05,-8.447265625e-06,0.000154150390625,-2.5634763717651368e-05,6.372069931030273e-05,1.8212888717651365e-05,0.000262451171875
4.636,2.0166015624999998e-05,1.8408203125e-05,-1.8701171875e-05,0.00014731445312499998,-3.198241806030273e-05,5.600585556030273e-05,1.0498046875e-05,0.000253857421875
4.638,1.4550779342651367e-05,1.2402341842651366e-05,-2.6757814407348632e-05,0.00014033203125,-3.486327743530273e-05,5.058593368530273e-05,8.007812499999999e-06,0.00024931640624999997
4.64,1.4306638717651367e-05,3.466797351837158e-06,-3.0322265624999998e-05,0.000138037109375,-4.145507431030273e-05,4.926757431030273e-05,2.783203601837158e-06,0.000246630859375
4.642,2.1337888717651367e-05,6.9824209213256836e-06,-2.504883003234863e-05,0.000141943359375,-3.4228515625e-05,5.4833976745605466e-05,9.814452171325683e-06,0.000252587890625
4.644,6.787109375e-06,-1.8066406249999999e-06,-3.8232421875e-05,0.00012856443786621094,-4.4384757995605465e-05,3.8818359375e-05,-2.587890625e-06,0.000237255859375
4.646,1.3916014671325683e-05,4.345703125e-06,-3.2568359375e-05,0.00013569334411621094,-3.862303924560547e-05,4.4482421875e-05,2.880859375e-06,0.00024213867187499998
4.648,2.4999998092651366e-05,1.26953125e-05,-2.5976560592651367e-05,0.0001458984375,-3.066406059265136e-05,5.5761711120605466e-05,1.2792968749999999e-05,0.00025390625
4.65,2.353515625e-05,1.62109375e-05,-1.9628902435302734e-05,0.000153125,-2.499999618530273e-05,6.347655487060546e-05,1.806640625e-05,0.0002603515625
4.652,3.857421159744262e-06,4.150389671325684e-06,-2.8955076217651365e-05,0.000141259765625,-3.6572261810302734e-05,5.2197261810302735e-05,7.2753896713256835e-06,0.000249658203125
4.654,1.5283203125e-05,1.2060546875e-05,-1.9873043060302734e-05,0.000149755859375,-2.8369136810302733e-05,6.342772674560547e-05,1.6943359375e-05,0.000260888671875
4.656,1.5039061546325683e-05,1.0546874046325683e-05,-2.8320310592651367e-05,0.00014609374999999998,-3.57421875e-05,5.917967987060547e-05,1.0449217796325684e-05,0.00025595703125
4.658,8.154296875e-06,7.763671875e-06,-3.4326171875e-05,0.00014291992187499998,-3.7158203125e-05,5.7177726745605466e-05,8.642578125e-06,0.000255126953125
4.66,9.86328125e-06,8.49609375e-06,-3.2421875e-05,0.00014248046875,-3.6328125e-05,5.771483612060547e-05,9.1796875e-06,0.00025722656249999997
4.662,1.69921875e-05,1.3867187499999999e-05,-2.1289060592651365e-05,0.00014804687499999999,-2.7734373092651367e-05,6.318358612060547e-05,1.796875e-05,0.00026562499999999996
4.664,9.960937499999999e-06,8.7890625e-06,-2.8027341842651365e-05,0.00014365234374999998,-3.3984375e-05,5.771483612060547e-05,1.1328125e-05,0.00025966796874999997
4.666,2.1044921875e-05,1.4111328125e-05,-1.9775386810302734e-05,0.00015053710937499998,-2.3095699310302735e-05,6.381835174560547e-05,2.0849609374999998e-05,0.000266943359375
4.668,2.36328125e-05,1.865234375e-05,-1.7285152435302734e-05,0.0001529296875,-2.1484371185302733e-05,6.591796112060547e-05,2.4999999999999998e-05,0.0002708984375
4.67,2.3876953125e-05,2.6220701217651368e-05,-1.4208986282348632e-05,0.000152197265625,-2.1630857467651365e-05,6.567382049560547e-05,2.5439451217651365e-05,0.000268798828125
4.672,6.15234375e-06,9.765625e-06,-3.6035156249999995e-05,0.00013583984375,-3.9843749999999996e-05,6.113280487060546e-05,6.640625e-06,0.00025458984375
4.674,1.3378905296325683e-05,8.984374046325682e-06,-3.33984375e-05,0.00014228515625,-3.349609375e-05,7.392577362060546e-05,1.4550780296325683e-05,0.0002650390625
4.676,1.9873046875e-05,7.958983421325684e-06,-2.6806640625e-05,0.00014584960937499998,-2.8076171874999998e-05,5.581053924560547e-05,1.8408201217651367e-05,0.000262841796875
4.678,1.7626951217651365e-05,8.740233421325684e-06,-2.8271484375e-05,0.000145947265625,-3.1103511810302734e-05,4.5556636810302734e-05,1.3916014671325683e-05,0.000252880859375
4.68,1.8603513717651366e-05,1.2158203125e-05,-2.5341796874999997e-05,0.000148193359375,-3.090820121765136e-05,4.9365226745605465e-05,1.3330077171325683e-05,0.000254443359375
4.682,3.0175781249999997e-05,2.294921875e-05,-9.960937499999999e-06,0.000158984375,-2.0214839935302734e-05,6.406249237060547e-05,2.48046875e-05,0.0002671875
4.684,1.7041015625e-05,1.0205078125e-05,-2.2314453125e-05,0.000145654296875,-3.432616806030273e-05,5.141601181030273e-05,9.619140625e-06,0.000252978515625
4.686,2.3681638717651366e-05,1.7333984375e-05,-2.0947265625e-05,0.000147705078125,-3.1689451217651365e-05,5.3369132995605465e-05,1.1376953124999999e-05,0.000254833984375
4.688,2.9443357467651365e-05,2.1826171875e-05,-2.6123043060302733e-05,0.000150732421875,-3.0029294967651365e-05,5.5517570495605465e-05,1.3916015624999999e-05,0.000256689453125
4.69,2.7441404342651365e-05,2.01171875e-05,-2.8222654342651367e-05,0.00015283203125,-3.3203124999999996e-05,5.7128898620605464e-05,1.1328125e-05,0.00025634765625
4.692,2.1582029342651367e-05,1.1914061546325683e-05,-4.208983612060547e-05,0.00013916015625,-4.404296112060547e-05,4.4335937499999996e-05,5.859375e-07,0.000244140625
4.694,3.334960556030273e-05,2.1142576217651368e-05,-3.2080074310302735e-05,0.000147119140625,-3.4912105560302734e-05,5.493163681030273e-05,1.0986327171325684e-05,0.000253466796875
4.696,2.7246091842651366e-05,1.9531248092651366e-05,-2.802734565734863e-05,0.00014677734375,-3.564453125e-05,5.5078117370605466e-05,9.1796875e-06,0.00025322265625
4.698,1.8164060592651367e-05,2.0507810592651367e-05,-2.695312690734863e-05,0.0001482421875,-3.339843368530273e-05,5.390624618530273e-05,1.0546874046325683e-05,0.0002509765625
4.7,1.6162107467651367e-05,1.5673826217651367e-05,-3.002929878234863e-05,0.000149951171875,-3.911132431030273e-05,5.3369136810302734e-05,5.908202171325683e-06,0.000247802734375
4.702,2.1240232467651367e-05,1.5185545921325682e-05,-2.436523628234863e-05,0.00015053710937499998,-3.3349609375e-05,5.747069549560547e-05,1.1572264671325684e-05,0.000255029296875
4.704,5.908203125e-06,6.591796875e-06,-3.3056640625e-05,0.000136279296875,-4.233398056030273e-05,4.428710556030273e-05,2.001953363418579e-06,0.000245654296875
4.706,1.2939453125e-05,1.8310546875e-05,-2.6123046875e-05,0.000144775390625,-3.4130859374999995e-05,5.2001945495605466e-05,9.033203125e-06,0.000254345703125
4.708,2.4853513717651366e-05,2.3681638717651366e-05,-2.0458984375e-05,0.000149365234375,-3.1689451217651365e-05,5.395507049560547e-05,1.2841796875e-05,0.000257861328125
4.71,3.154296493530273e-05,2.8027339935302734e-05,-1.8359375e-05,0.00015556640625,-2.919921875e-05,5.439452362060547e-05,1.4648436546325684e-05,0.00025859375
4.712,3.2666015625e-05,2.5830076217651366e-05,-2.231445503234863e-05,0.000151611328125,-3.3056636810302735e-05,5.3369136810302734e-05,9.912108421325684e-06,0.00025522460937499997
4.714,4.638671493530273e-05,4.16015625e-05,-6.152345657348632e-06,0.00016376953125,-1.9824216842651367e-05,7.041014862060547e-05,2.3437498092651366e-05,0.00026855468749999997
4.716,3.735351181030273e-05,3.0322263717651366e-05,-9.130859374999999e-06,0.000152783203125,-3.0517576217651365e-05,5.932616806030273e-05,1.1572263717651366e-05,0.000256591796875
4.718,3.5888671875e-05,2.5341794967651366e-05,-1.4892576217651367e-05,0.00014584960937499998,-3.6083980560302734e-05,5.043944931030273e-05,5.126953601837158e-06,0.00025034179687499997
4.72,3.6767578124999996e-05,2.3876951217651365e-05,-1.9482419967651368e-05,0.000145654296875,-3.627929306030273e-05,4.9365230560302735e-05,5.029296398162841e-06,0.000250048828125
4.722,4.7656249999999996e-05,2.8613279342651365e-05,-1.1425779342651367e-05,0.00015419921874999999,-2.6660152435302732e-05,5.6933589935302735e-05,1.3378906249999999e-05,0.00025634765625
4.724,3.4179687499999996e-05,2.1679685592651366e-05,-2.3730466842651367e-05,0.00014238281249999999,-3.7011714935302734e-05,4.287108993530273e-05,2.050781011581421e-06,0.0002443359375
4.726,3.505859375e-05,3.183593559265137e-05,-2.1191404342651366e-05,0.00014345703125,-3.408203125e-05,4.755858612060547e-05,6.5429682731628415e-06,0.00024921875
4.728,4.5117183685302735e-05,4.287108993530273e-05,-1.2207031249999999e-05,0.000153515625,-2.5097654342651366e-05,5.8105464935302735e-05,1.6406248092651368e-05,0.0002583984375
4.73,5.0976558685302734e-05,4.2968746185302735e-05,-5.8593764305114745e-06,0.00016220703125,-1.8652341842651368e-05,6.660155487060547e-05,2.2949216842651365e-05,0.00026728515625
4.732,4.0332027435302734e-05,2.87109375e-05,-1.5527342796325684e-05,0.00014990234375,-2.8222652435302732e-05,5.371093368530273e-05,1.2988280296325684e-05,0.000256640625
4.734,4.423827743530273e-05,3.33984375e-05,-8.105467796325683e-06,0.00015546874999999998,-2.1386714935302733e-05,5.898437118530273e-05,2.03125e-05,0.0002623046875
4.736,3.056640243530273e-05,2.6074218749999998e-05,-2.1093749999999998e-05,0.0001484375,-3.271483993530273e-05,5.156249618530273e-05,9.472655296325683e-06,0.00025341796875
4.738,2.6660156249999998e-05,2.265625e-05,-2.5585933685302735e-05,0.00014511718749999998,-4.003905868530273e-05,4.716796493530273e-05,1.1718759536743164e-06,0.00024765625
4.74,2.9003906249999997e-05,2.529296875e-05,-2.7734371185302732e-05,0.000141015625,-4.374999618530273e-05,4.218749618530273e-05,-3.02734375e-06,0.00024238281249999998
4.742,2.9687498092651365e-05,3.427734375e-05,-2.529296875e-05,0.00014443359375,-3.544921493530273e-05,4.667968368530273e-05,5.2734374999999994e-06,0.00024931640624999997
4.744,2.3779296875e-05,2.9736328124999998e-05,-2.4853513717651366e-05,0.00014262695312499999,-3.8720699310302735e-05,4.2236324310302734e-05,2.4902343749999998e-06,0.00024594726562499996
4.746,3.994140243530273e-05,3.974608993530273e-05,-6.933594703674316e-06,0.0001515625,-2.6464839935302733e-05,5.205077743530273e-05,1.3574217796325683e-05,0.000255078125
4.748,4.711913681030273e-05,3.627929306030273e-05,-2.3925790786743165e-06,0.000153271484375,-2.5146480560302732e-05,5.541991806030273e-05,1.5185545921325682e-05,0.000257958984375
4.75,4.399413681030273e-05,2.4560546875e-05,-9.912108421325684e-06,0.000149658203125,-3.120116806030273e-05,5.5517574310302735e-05,1.0205077171325684e-05,0.000256884765625
4.752,2.1582031249999998e-05,7.714845657348632e-06,-3.408203125e-05,0.0001298828125,-5.1269527435302735e-05,5.009765243530273e-05,-9.374998092651366e-06,0.00024287109374999998
4.754,2.5537109375e-05,1.6845703124999998e-05,-4.125976181030273e-05,0.000134423828125,-4.975585556030273e-05,5.7177730560302735e-05,-6.0058584213256835e-06,0.00025083007812499997
4.756,3.149413681030273e-05,2.641601181030273e-05,-3.627929306030273e-05,0.000136865234375,-4.858398056030273e-05,3.432616806030273e-05,-6.3964838981628416e-06,0.000242041015625
4.758,2.4414062499999998e-05,2.96875e-05,-3.7011714935302734e-05,0.00013330078124999998,-5.283202362060546e-05,2.5488281249999998e-05,-1.1914061546325683e-05,0.00023173828124999998
4.76,2.2802734375e-05,3.5400386810302735e-05,-3.286132431030273e-05,0.000135888671875,-4.897460174560547e-05,3.149413681030273e-05,-8.740232467651367e-06,0.000236572265625
4.762,1.103515625e-05,3.7499996185302734e-05,-2.2167966842651367e-05,0.0001435546875,-3.8671871185302734e-05,4.4824214935302734e-05,2.24609375e-06,0.00024853515625
4.764,-1.3916013717651366e-05,1.4794921874999999e-05,-3.3544918060302736e-05,0.00013256835937499998,-4.8583976745605463e-05,3.452148056030273e-05,-8.642576217651367e-06,0.000238818359375
4.766,4.39453125e-06,1.8359371185302735e-05,-3.0371091842651364e-05,0.0001408203125,-4.4824214935302734e-05,4.277343368530273e-05,-3.6132812499999997e-06,0.0002462890625
4.768,2.8564449310302732e-05,2.4560543060302733e-05,-2.5244138717651367e-05,0.000145556640625,-4.467773056030273e-05,4.8876949310302735e-05,-2.0019531249999997e-06,0.000250732421875
4.77,3.432616806030273e-05,2.7001949310302735e-05,-2.6611328125e-05,0.00014584960937499998,-4.096679306030273e-05,4.926757431030273e-05,1.9042959213256836e-06,0.000252099609375
4.772,2.490234375e-05,1.9140625e-05,-4.5117183685302735e-05,0.0001373046875,-4.892577743530273e-05,4.052733993530273e-05,-5.664061546325683e-06,0.00024306640624999998
4.774,4.1748043060302734e-05,3.2958984374999995e-05,-3.510741806030273e-05,0.00014926757812499999,-3.862304306030273e-05,5.415038681030273e-05,6.9824209213256836e-06,0.000256884765625
4.776,3.999023056030273e-05,3.461913681030273e-05,-3.139648246765136e-05,0.000152783203125,-3.647460556030273e-05,5.7861324310302734e-05,9.619138717651366e-06,0.000260498046875
4.778,2.7392578125e-05,2.8271480560302734e-05,-2.2998046874999998e-05,0.000153662109375,-3.7060543060302735e-05,5.795898056030273e-05,7.958983421325684e-06,0.000261474609375
4.78,2.0947265625e-05,1.9189453125e-05,-2.3095703124999997e-05,0.000151416015625,-4.262694931030273e-05,5.698241806030273e-05,2.4902334213256836e-06,0.000259130859375
4.782,3.0224607467651367e-05,2.8466794967651367e-05,-2.0751955032348633e-05,0.000158251953125,-3.549804306030273e-05,6.450194549560547e-05,1.0302732467651367e-05,0.00026704101562499997
4.784,1.8603515624999998e-05,2.2900390625e-05,-3.3740234375e-05,0.000147412109375,-4.516601181030273e-05,5.151366806030273e-05,4.8828124999999996e-08,0.000254638671875
4.786,2.3291015625e-05,2.7001953124999998e-05,-2.6220703125e-05,0.00014829101562499999,-3.979491806030273e-05,5.493163681030273e-05,4.541016578674316e-06,0.000258544921875
4.788,2.8564451217651367e-05,2.7685544967651365e-05,-2.2998048782348633e-05,0.000152392578125,-3.6083980560302734e-05,5.913085556030273e-05,7.373045921325683e-06,0.000262744140625
4.79,3.359375e-05,2.9394529342651367e-05,-2.4316404342651367e-05,0.000155859375,-3.330078125e-05,6.162108612060546e-05,9.863280296325684e-06,0.00026591796875
4.792,3.134765434265137e-05,3.066406059265136e-05,-2.353515625e-05,0.0001548828125,-3.4472652435302735e-05,6.152343368530273e-05,9.375e-06,0.00026552734375
4.794,4.8437496185302736e-05,4.111328125e-05,-3.0273454189300536e-06,0.0001703125,-1.7871091842651366e-05,7.685546112060547e-05,2.5781248092651365e-05,0.00028017578125
4.796,3.544921875e-05,2.4999998092651366e-05,-1.0937501907348633e-05,0.00016113281249999998,-2.6855466842651365e-05,6.826171112060546e-05,1.7382810592651365e-05,0.000270703125
4.798,1.611328125e-05,1.875e-05,-2.060546875e-05,0.00015449218749999998,-3.4472652435302735e-05,6.191405868530273e-05,9.472655296325683e-06,0.00026455078125
4.8,1.1767578125e-05,1.7138671875e-05,-2.5927734374999997e-05,0.000149365234375,-3.7060543060302735e-05,5.815429306030273e-05,6.689453601837158e-06,0.000261767578125
4.802,1.4599607467651367e-05,1.3525388717651366e-05,-2.4267576217651366e-05,0.00015541992187499999,-3.227538681030273e-05,6.450194549560547e-05,1.1865232467651366e-05,0.00026860351562499996
4.804,-4.1015625e-06,-3.613281488418579e-06,-3.544921493530273e-05,0.00014345703125,-4.472655868530273e-05,5.2441402435302735e-05,-2.441406488418579e-06,0.00025732421875
4.806,3.9062499999999997e-07,-2.1484374999999997e-06,-2.9394529342651367e-05,0.00014638671875,-3.9453125e-05,5.605467987060547e-05,4.1015625e-06,0.0002630859375
4.808,1.396484375e-05,7.519532203674316e-06,-1.9140621185302733e-05,0.0001568359375,-3.0175779342651366e-05,6.816405487060546e-05,1.552734375e-05,0.0002748046875
4.81,2.4414060592651367e-05,2.3925779342651366e-05,-1.1621091842651366e-05,0.00016630859374999998,-2.2656248092651367e-05,7.695311737060547e-05,2.3535154342651365e-05,0.0002833984375
4.812,8.593748092651367e-06,1.7773435592651366e-05,-2.4804685592651368e-05,0.000160546875,-3.291015243530273e-05,6.972655487060547e-05,1.2988279342651366e-05,0.00027343749999999997
4.814,1.6406248092651368e-05,2.2070310592651367e-05,-1.8652341842651368e-05,0.00016455078124999998,-2.4999998092651366e-05,7.480467987060546e-05,2.0996091842651367e-05,0.0002806640625
4.816,1.2158201217651366e-05,1.0986326217651367e-05,-2.6220701217651368e-05,0.000149951171875,-3.266601181030273e-05,6.293944931030274e-05,1.3623044967651366e-05,0.000272314453125
4.818,5.4687509536743165e-06,5.859384536743164e-07,-3.3789058685302736e-05,0.00014326171875,-3.994140243530273e-05,5.654296493530273e-05,6.152344703674316e-06,0.00026611328124999997
4.82,1.7578120231628417e-06,-6.445312023162841e-06,-3.671874618530273e-05,0.00014052734375,-4.4140621185302734e-05,5.4785152435302734e-05,3.0273432731628416e-06,0.0002634765625
4.822,6.494139671325683e-06,-8.30078125e-07,-2.221679878234863e-05,0.000144775390625,-3.7158203125e-05,6.040038299560546e-05,9.814452171325683e-06,0.000270263671875
4.824,-9.765625e-06,-2.148437023162842e-06,-2.1191404342651366e-05,0.00013818359375,-3.818358993530273e-05,5.4101558685302735e-05,4.980469226837158e-06,0.000262890625
4.826,-9.130858421325683e-06,9.814452171325683e-06,-1.9384761810302733e-05,0.000152099609375,-2.6904293060302732e-05,6.870116424560547e-05,1.7724609375e-05,0.00027739257812499997
4.828,-8.935548782348633e-06,2.685547351837158e-06,-2.5830076217651366e-05,0.000155126953125,-2.7294919967651364e-05,7.299803924560547e-05,2.0751951217651367e-05,0.000282470703125
4.83,5.419920444488525e-06,-4.345702648162841e-06,-1.9287107467651365e-05,0.000151611328125,-2.5927732467651366e-05,6.791991424560546e-05,2.1826169967651367e-05,0.00027944335937499996
4.832,6.689451694488525e-06,-1.2060546875e-05,-2.6806638717651367e-05,0.00014116210937499998,-3.3251949310302734e-05,5.932616806030273e-05,1.4892576217651367e-05,0.00026811523437499996
4.834,1.6259763717651367e-05,-7.861330032348633e-06,-2.4853513717651366e-05,0.000144287109375,-2.9833982467651366e-05,7.631835174560547e-05,2.0361326217651366e-05,0.000277001953125
4.836,-2.2949216365814207e-06,-1.9775390625e-05,-3.852538681030273e-05,0.000135595703125,-4.409179306030273e-05,7.075194549560546e-05,4.541015625e-06,0.00026811523437499996
4.838,-7.519531249999999e-06,-1.2695310592651366e-05,-3.359374618530273e-05,0.00014228515625,-3.886718368530273e-05,5.634765243530273e-05,9.5703125e-06,0.00026855468749999997
4.84,-7.470702648162842e-06,-5.224610805511474e-06,-2.8369138717651365e-05,0.000148681640625,-3.227538681030273e-05,6.059569931030273e-05,1.8115232467651366e-05,0.00027397460937499997
4.842,3.271484851837158e-06,3.3691411018371582e-06,-1.6943357467651366e-05,0.00015766601562499998,-1.6650388717651368e-05,7.114257049560546e-05,3.2275390624999996e-05,0.000283935546875
4.844,-2.5390634536743164e-06,-8.984374046325682e-06,-2.6464839935302733e-05,0.0001443359375,-2.5585933685302735e-05,6.123046493530274e-05,2.1875e-05,0.00027431640625
4.846,4.833982467651367e-06,-7.470705032348633e-06,-2.2119138717651365e-05,0.000149755859375,-2.1142576217651368e-05,6.723632049560547e-05,2.5439451217651365e-05,0.000279736328125
4.848,5.761716842651367e-06,-7.031251907348633e-06,-2.1484373092651367e-05,0.00015029296874999998,-1.9824216842651367e-05,6.845702362060547e-05,2.8124998092651364e-05,0.00028046875
4.85,6.982419967651367e-06,-8.447267532348633e-06,-2.1142576217651368e-05,0.00015249023437499998,-1.9580076217651367e-05,6.752928924560546e-05,2.9736326217651367e-05,0.000281103515625
4.852,1.8066407442092895e-06,-1.3525388717651366e-05,-2.7392574310302732e-05,0.000146044921875,-2.7685543060302734e-05,6.098632431030273e-05,2.2021484375e-05,0.00027299804687499997
4.854,1.3476563453674315e-05,-3.9062309265136715e-07,-1.9531246185302734e-05,0.0001513671875,-1.9238277435302733e-05,7.021483612060547e-05,3.0078124999999998e-05,0.00028037109374999997
4.856,1.2353514671325682e-05,9.326169967651366e-06,-2.2705076217651365e-05,0.000152587890625,-1.8994138717651367e-05,7.065428924560547e-05,3.0029294967651365e-05,0.00027788085937499997
4.858,8.544919967651366e-06,1.6357419967651366e-05,-2.2314451217651367e-05,0.000155029296875,-1.8017576217651366e-05,7.104491424560547e-05,3.1005857467651366e-05,0.00027739257812499997
4.86,4.882817268371582e-07,1.3183591842651367e-05,-2.3242185592651367e-05,0.00015009765625,-2.1386716842651365e-05,6.562499237060547e-05,2.7148435592651367e-05,0.00027119140625
4.862,6.249998092651367e-06,1.1523436546325682e-05,-1.7382810592651365e-05,0.00015273437499999998,-1.6992185592651367e-05,6.874999237060547e-05,3.22265625e-05,0.00027499999999999996
4.864,5.371079444885253e-07,-2.0996108055114744e-06,-2.8271482467651365e-05,0.000141748046875,-2.6416013717651366e-05,5.659179306030273e-05,2.1630857467651365e-05,0.000263427734375
4.866,1.0986326217651367e-05,1.4160141944885253e-06,-2.1142576217651368e-05,0.000146923828125,-2.1630857467651365e-05,6.0693355560302734e-05,2.5634763717651368e-05,0.000267919921875
4.868,1.1279294967651366e-05,9.277344346046447e-07,-1.7822263717651368e-05,0.000149853515625,-1.9287107467651365e-05,6.401366424560547e-05,2.7978513717651367e-05,0.000270849609375
4.87,7.812498092651367e-06,-1.5624999999999999e-06,-1.7382810592651365e-05,0.00014921875,-1.8847654342651366e-05,6.503905487060547e-05,3.0078123092651366e-05,0.00027265625
